user_id,department,timestamp,auth_type,success,system_accessed
EMP1012,Sales,2026-08-04 12:20:00,sso,true,Finance-ERP
EMP1030,Marketing,2026-07-12 18:45:00,token,true,Finance-ERP
EMP1007,Marketing,2026-07-27 15:56:00,sso,true,Sales-CRM
EMP1024,Marketing,2026-07-06 14:54:00,basic,true,Finance-ERP
EMP1010,Engineering,2026-07-29 13:23:00,key,true,Snowflake-Dev
EMP1035,Engineering,2026-07-04 16:02:00,sso,true,Internal-Wiki
EMP1037,IT,2026-07-05 10:20:00,sso,true,HR-Portal
EMP1036,HR,2026-07-18 10:40:00,key,true,Sales-CRM
EMP1009,Engineering,2026-07-05 12:49:00,key,true,Internal-Wiki
EMP1032,Sales,2026-07-02 14:21:00,sso,true,Snowflake-Dev
EMP1035,Engineering,2026-07-27 08:01:00,sso,true,Internal-Wiki
EMP1024,Marketing,2026-07-24 15:51:00,basic,true,Finance-ERP
EMP1018,Sales,2026-07-18 15:56:00,key,true,Sales-CRM
EMP1023,HR,2026-07-28 14:29:00,token,true,HR-Portal
EMP1038,Marketing,2026-08-04 10:43:00,basic,true,Internal-Wiki
EMP1005,Finance,2026-07-29 13:37:00,basic,true,Snowflake-Dev
EMP1009,Engineering,2026-07-06 12:20:00,key,true,Internal-Wiki
EMP1024,Marketing,2026-07-17 17:24:00,basic,true,Finance-ERP
EMP1013,Marketing,2026-07-14 15:17:00,key,true,Sales-CRM
EMP1016,Finance,2026-07-26 15:09:00,key,true,Snowflake-Prod
EMP1018,Sales,2026-07-02 10:17:00,key,true,Sales-CRM
EMP1037,IT,2026-07-05 15:29:00,sso,true,HR-Portal
EMP1004,Finance,2026-07-15 09:57:00,sso,true,Finance-ERP
EMP1007,Marketing,2026-07-09 09:11:00,sso,true,Internal-Wiki
EMP1026,Finance,2026-07-19 16:08:00,sso,true,HR-Portal
EMP1033,IT,2026-07-11 08:09:00,basic,true,Sales-CRM
EMP1036,HR,2026-07-03 15:05:00,key,true,Sales-CRM
EMP1013,Marketing,2026-07-19 13:55:00,key,true,Sales-CRM
EMP1011,Finance,2026-07-29 13:46:00,key,true,Snowflake-Prod
EMP1015,IT,2026-07-20 10:51:00,token,true,HR-Portal
EMP1017,Finance,2026-07-31 11:15:00,key,true,Snowflake-Dev
EMP1025,Sales,2026-07-12 16:30:00,basic,true,Snowflake-Prod
EMP1021,Finance,2026-07-16 12:56:00,token,true,Finance-ERP
EMP1013,Marketing,2026-07-30 09:08:00,key,true,Sales-CRM
EMP1037,IT,2026-07-27 13:34:00,sso,true,HR-Portal
EMP1031,IT,2026-07-19 16:00:00,key,true,Sales-CRM
EMP1031,IT,2026-07-04 18:00:00,key,true,Sales-CRM
EMP1015,IT,2026-07-03 01:38:00,token,true,HR-Portal
EMP1035,Engineering,2026-07-15 15:14:00,sso,true,Internal-Wiki
EMP1007,Marketing,2026-07-12 10:30:00,sso,true,Internal-Wiki
EMP1015,IT,2026-07-10 08:16:00,token,true,HR-Portal
EMP1035,Engineering,2026-07-14 08:08:00,sso,true,Internal-Wiki
EMP1009,Engineering,2026-07-05 15:02:00,key,true,Internal-Wiki
EMP1034,Finance,2026-07-19 09:53:00,basic,true,Snowflake-Prod
EMP1038,Marketing,2026-07-25 13:27:00,basic,true,Internal-Wiki
EMP1034,Finance,2026-07-24 17:48:00,basic,true,Snowflake-Prod
EMP1005,Finance,2026-07-15 14:05:00,basic,true,Snowflake-Dev
EMP1010,Engineering,2026-07-10 17:19:00,key,true,Snowflake-Dev
EMP1032,Sales,2026-07-19 16:45:00,sso,true,Snowflake-Dev
EMP1008,HR,2026-07-16 17:38:00,sso,true,Finance-ERP
EMP1006,IT,2026-07-06 09:27:00,token,true,Snowflake-Prod
EMP1004,Finance,2026-07-23 10:21:00,sso,false,Finance-ERP
EMP1015,IT,2026-07-01 12:13:00,token,true,Sales-CRM
EMP1010,Engineering,2026-07-18 10:04:00,key,true,Snowflake-Dev
EMP1029,HR,2026-07-20 17:27:00,sso,true,Snowflake-Dev
EMP1034,Finance,2026-07-15 14:19:00,basic,true,Snowflake-Prod
EMP1037,IT,2026-07-23 17:42:00,sso,false,HR-Portal
EMP1025,Sales,2026-07-16 12:13:00,basic,true,Snowflake-Prod
EMP1001,Marketing,2026-07-16 08:30:00,basic,true,Snowflake-Prod
EMP1026,Finance,2026-07-21 13:28:00,sso,true,HR-Portal
EMP1006,IT,2026-07-30 18:42:00,token,true,Snowflake-Prod
EMP1019,Engineering,2026-07-03 08:19:00,token,true,HR-Portal
EMP1004,Finance,2026-07-23 16:17:00,sso,true,Finance-ERP
EMP1028,Engineering,2026-08-01 17:28:00,token,true,Internal-Wiki
EMP1004,Finance,2026-07-23 10:17:00,sso,false,Finance-ERP
EMP1024,Marketing,2026-07-03 13:13:00,basic,true,Finance-ERP
EMP1009,Engineering,2026-08-03 09:41:00,key,true,Internal-Wiki
EMP1026,Finance,2026-08-02 12:40:00,sso,true,HR-Portal
EMP1022,Marketing,2026-07-10 10:02:00,basic,true,Snowflake-Dev
EMP1007,Marketing,2026-07-16 11:03:00,sso,true,Internal-Wiki
EMP1021,Finance,2026-07-08 08:31:00,token,true,Finance-ERP
EMP1028,Engineering,2026-07-25 09:28:00,token,true,Internal-Wiki
EMP1020,Sales,2026-07-16 15:23:00,token,true,Internal-Wiki
EMP1032,Sales,2026-07-29 09:57:00,sso,true,Snowflake-Dev
EMP1020,Sales,2026-07-25 14:45:00,token,true,Internal-Wiki
EMP1025,Sales,2026-07-06 17:18:00,basic,true,Snowflake-Prod
EMP1029,HR,2026-08-02 11:39:00,sso,true,Snowflake-Dev
EMP1032,Sales,2026-07-10 15:34:00,sso,true,Snowflake-Dev
EMP1012,Sales,2026-07-01 13:50:00,sso,true,Finance-ERP
EMP1023,HR,2026-07-11 18:39:00,token,true,HR-Portal
EMP1005,Finance,2026-08-04 08:59:00,basic,true,Snowflake-Dev
EMP1025,Sales,2026-07-13 15:36:00,basic,false,Snowflake-Prod
EMP1032,Sales,2026-07-05 17:40:00,sso,true,Snowflake-Dev
EMP1035,Engineering,2026-08-02 16:35:00,sso,false,Internal-Wiki
EMP1009,Engineering,2026-07-06 09:19:00,key,true,Internal-Wiki
EMP1031,IT,2026-08-03 14:49:00,key,true,Sales-CRM
EMP1021,Finance,2026-07-17 08:05:00,token,true,Finance-ERP
EMP1009,Engineering,2026-07-12 13:53:00,key,true,Internal-Wiki
EMP1034,Finance,2026-07-27 10:52:00,basic,true,Snowflake-Prod
EMP1036,HR,2026-07-19 08:54:00,key,true,Sales-CRM
EMP1035,Engineering,2026-07-28 18:23:00,sso,true,Internal-Wiki
EMP1018,Sales,2026-08-04 17:42:00,key,true,Sales-CRM
EMP1033,IT,2026-07-31 08:45:00,basic,true,Sales-CRM
EMP1006,IT,2026-07-08 10:22:00,token,true,Snowflake-Prod
EMP1018,Sales,2026-08-03 15:40:00,key,true,Sales-CRM
EMP1011,Finance,2026-07-09 16:31:00,key,true,Snowflake-Prod
EMP1016,Finance,2026-07-21 14:17:00,key,true,Snowflake-Prod
EMP1016,Finance,2026-07-30 13:09:00,key,true,Snowflake-Prod
EMP1008,HR,2026-07-14 14:28:00,sso,true,Finance-ERP
EMP1008,HR,2026-07-24 12:15:00,sso,true,Finance-ERP
EMP1029,HR,2026-07-03 10:04:00,sso,true,Snowflake-Dev
EMP1008,HR,2026-07-18 16:52:00,sso,true,Finance-ERP
EMP1018,Sales,2026-07-06 18:23:00,key,true,Sales-CRM
EMP1001,Marketing,2026-07-17 18:23:00,basic,true,Snowflake-Prod
EMP1029,HR,2026-08-03 15:07:00,sso,true,Snowflake-Dev
EMP1014,Finance,2026-08-02 09:22:00,token,true,Finance-ERP
EMP1024,Marketing,2026-08-03 16:58:00,basic,true,Finance-ERP
EMP1009,Engineering,2026-07-20 10:55:00,key,true,Internal-Wiki
EMP1015,IT,2026-07-21 14:02:00,token,false,HR-Portal
EMP1023,HR,2026-07-15 18:04:00,token,true,HR-Portal
EMP1015,IT,2026-07-19 01:11:00,token,true,HR-Portal
EMP1027,Engineering,2026-07-15 13:15:00,key,true,Finance-ERP
EMP1017,Finance,2026-07-02 13:50:00,key,true,Snowflake-Dev
EMP1039,IT,2026-07-08 17:50:00,key,true,HR-Portal
EMP1026,Finance,2026-07-28 16:20:00,sso,true,HR-Portal
EMP1024,Marketing,2026-07-11 17:38:00,basic,true,Finance-ERP
EMP1006,IT,2026-08-01 22:20:00,token,true,Snowflake-Prod
EMP1022,Marketing,2026-07-31 16:29:00,basic,true,Snowflake-Dev
EMP1014,Finance,2026-07-23 17:40:00,token,true,Finance-ERP
EMP1004,Finance,2026-07-23 10:15:00,sso,false,Finance-ERP
EMP1028,Engineering,2026-07-12 13:13:00,token,true,Internal-Wiki
EMP1026,Finance,2026-07-04 10:24:00,sso,false,HR-Portal
EMP1027,Engineering,2026-07-20 15:50:00,key,true,Finance-ERP
EMP1022,Marketing,2026-07-05 16:15:00,basic,true,Snowflake-Dev
EMP1040,Finance,2026-07-04 17:47:00,key,true,HR-Portal
EMP1022,Marketing,2026-08-04 15:26:00,basic,true,Snowflake-Dev
EMP1007,Marketing,2026-07-07 13:23:00,sso,true,Internal-Wiki
EMP1029,HR,2026-07-04 11:17:00,sso,true,Snowflake-Dev
EMP1003,Marketing,2026-07-29 12:22:00,token,true,Snowflake-Prod
EMP1006,IT,2026-07-21 18:22:00,token,true,Snowflake-Prod
EMP1038,Marketing,2026-07-14 15:13:00,basic,true,Internal-Wiki
EMP1027,Engineering,2026-07-03 13:47:00,key,true,Finance-ERP
EMP1009,Engineering,2026-07-16 12:16:00,key,true,Internal-Wiki
EMP1009,Engineering,2026-07-08 08:03:00,key,true,Internal-Wiki
EMP1005,Finance,2026-07-07 16:11:00,basic,true,Snowflake-Dev
EMP1024,Marketing,2026-07-09 16:03:00,basic,true,Finance-ERP
EMP1006,IT,2026-07-20 02:08:00,token,true,Snowflake-Prod
EMP1031,IT,2026-08-01 15:50:00,key,false,Sales-CRM
EMP1024,Marketing,2026-07-11 08:25:00,basic,true,Finance-ERP
EMP1021,Finance,2026-07-02 11:37:00,token,true,Finance-ERP
EMP1036,HR,2026-07-12 18:43:00,key,true,Sales-CRM
EMP1002,Sales,2026-08-01 18:34:00,basic,true,Snowflake-Dev
EMP1032,Sales,2026-07-30 17:48:00,sso,true,Snowflake-Dev
EMP1004,Finance,2026-08-01 12:49:00,sso,true,Finance-ERP
EMP1004,Finance,2026-07-23 10:19:00,sso,false,Finance-ERP
EMP1036,HR,2026-07-10 14:08:00,key,true,Sales-CRM
EMP1008,HR,2026-07-03 18:26:00,sso,true,Finance-ERP
EMP1006,IT,2026-07-27 18:37:00,token,true,Snowflake-Prod
EMP1020,Sales,2026-07-22 13:00:00,token,true,Internal-Wiki
EMP1030,Marketing,2026-07-23 12:52:00,token,true,Finance-ERP
EMP1017,Finance,2026-07-09 18:06:00,key,true,Snowflake-Dev
EMP1004,Finance,2026-07-23 01:42:00,sso,true,Finance-ERP
EMP1039,IT,2026-07-05 16:56:00,key,true,HR-Portal
EMP1004,Finance,2026-07-31 16:58:00,sso,true,Finance-ERP
EMP1032,Sales,2026-07-10 09:10:00,sso,true,Snowflake-Dev
EMP1031,IT,2026-07-29 13:11:00,key,true,Sales-CRM
EMP1035,Engineering,2026-07-23 18:49:00,sso,true,Internal-Wiki
EMP1026,Finance,2026-07-05 12:10:00,sso,true,HR-Portal
EMP1025,Sales,2026-07-13 15:38:00,basic,false,Snowflake-Prod
EMP1001,Marketing,2026-08-03 16:43:00,basic,true,Snowflake-Prod
EMP1032,Sales,2026-07-19 18:25:00,sso,true,Snowflake-Dev
EMP1005,Finance,2026-07-06 12:09:00,basic,true,Snowflake-Dev
EMP1016,Finance,2026-07-18 10:50:00,key,true,Snowflake-Prod
EMP1023,HR,2026-07-26 10:48:00,token,true,HR-Portal
EMP1010,Engineering,2026-07-25 13:23:00,key,true,Snowflake-Dev
EMP1036,HR,2026-07-22 12:48:00,key,true,Sales-CRM
EMP1014,Finance,2026-08-01 13:30:00,token,true,Finance-ERP
EMP1026,Finance,2026-07-19 18:03:00,sso,true,HR-Portal
EMP1011,Finance,2026-07-21 16:28:00,key,true,Snowflake-Prod
EMP1002,Sales,2026-07-03 13:50:00,basic,true,Snowflake-Dev
EMP1025,Sales,2026-07-10 11:04:00,basic,true,Snowflake-Prod
EMP1031,IT,2026-07-31 18:12:00,key,true,Sales-CRM
EMP1013,Marketing,2026-07-30 09:16:00,key,true,Sales-CRM
EMP1006,IT,2026-08-03 13:04:00,token,true,Snowflake-Prod
EMP1014,Finance,2026-08-01 09:57:00,token,true,Finance-ERP
EMP1016,Finance,2026-07-29 17:18:00,key,true,Snowflake-Prod
EMP1032,Sales,2026-07-07 08:36:00,sso,true,Snowflake-Dev
EMP1009,Engineering,2026-07-27 16:07:00,key,true,Internal-Wiki
EMP1037,IT,2026-07-02 09:41:00,sso,true,HR-Portal
EMP1040,Finance,2026-07-31 18:31:00,key,false,HR-Portal
EMP1003,Marketing,2026-07-29 17:41:00,token,true,Snowflake-Prod
EMP1024,Marketing,2026-07-15 08:20:00,basic,true,Finance-ERP
EMP1029,HR,2026-07-30 12:49:00,sso,true,Snowflake-Dev
EMP1028,Engineering,2026-07-11 15:22:00,token,true,Internal-Wiki
EMP1007,Marketing,2026-07-25 13:34:00,sso,true,Sales-CRM
EMP1022,Marketing,2026-07-10 13:55:00,basic,true,Snowflake-Dev
EMP1023,HR,2026-07-01 13:00:00,token,true,HR-Portal
EMP1018,Sales,2026-07-08 08:21:00,key,true,Sales-CRM
EMP1037,IT,2026-07-23 17:36:00,sso,false,HR-Portal
EMP1025,Sales,2026-07-13 15:40:00,basic,false,Snowflake-Prod
EMP1012,Sales,2026-07-15 00:33:00,sso,true,Finance-ERP
EMP1002,Sales,2026-07-31 12:41:00,basic,true,Snowflake-Dev
EMP1009,Engineering,2026-07-23 09:56:00,key,true,Internal-Wiki
EMP1014,Finance,2026-07-21 18:30:00,token,true,Finance-ERP
EMP1016,Finance,2026-07-12 16:04:00,key,true,Snowflake-Prod
EMP1021,Finance,2026-07-12 15:58:00,token,true,Finance-ERP
EMP1029,HR,2026-07-30 08:27:00,sso,true,Snowflake-Dev
EMP1027,Engineering,2026-07-22 16:17:00,key,true,Finance-ERP
EMP1007,Marketing,2026-07-05 16:13:00,sso,true,Internal-Wiki
EMP1037,IT,2026-07-28 14:31:00,sso,false,HR-Portal
EMP1017,Finance,2026-07-14 08:59:00,key,true,Snowflake-Dev
EMP1032,Sales,2026-07-30 10:46:00,sso,true,Snowflake-Dev
EMP1028,Engineering,2026-07-09 12:46:00,token,true,Internal-Wiki
EMP1021,Finance,2026-07-28 17:25:00,token,true,Finance-ERP
EMP1029,HR,2026-07-17 15:13:00,sso,true,Snowflake-Dev
EMP1010,Engineering,2026-07-06 11:22:00,key,true,Snowflake-Dev
EMP1018,Sales,2026-08-03 09:16:00,key,true,Sales-CRM
EMP1024,Marketing,2026-07-19 14:26:00,basic,true,Finance-ERP
EMP1012,Sales,2026-07-31 00:21:00,sso,true,Finance-ERP
EMP1040,Finance,2026-07-06 18:08:00,key,true,HR-Portal
EMP1008,HR,2026-07-14 15:44:00,sso,true,Finance-ERP
EMP1014,Finance,2026-07-30 13:21:00,token,true,Finance-ERP
EMP1011,Finance,2026-07-21 12:18:00,key,true,Snowflake-Prod
EMP1035,Engineering,2026-07-12 16:10:00,sso,true,Internal-Wiki
EMP1032,Sales,2026-07-10 23:07:00,sso,true,Snowflake-Dev
EMP1020,Sales,2026-07-19 15:07:00,token,true,Internal-Wiki
EMP1027,Engineering,2026-07-22 15:06:00,key,true,Finance-ERP
EMP1022,Marketing,2026-07-01 14:52:00,basic,true,Snowflake-Dev
EMP1003,Marketing,2026-07-12 14:56:00,token,true,Snowflake-Prod
EMP1004,Finance,2026-08-01 17:10:00,sso,true,Finance-ERP
EMP1018,Sales,2026-07-27 14:28:00,key,true,Sales-CRM
EMP1038,Marketing,2026-07-15 08:04:00,basic,true,Internal-Wiki
EMP1003,Marketing,2026-07-29 17:43:00,token,true,Snowflake-Prod
EMP1023,HR,2026-07-06 17:38:00,token,true,HR-Portal
EMP1005,Finance,2026-07-31 15:40:00,basic,true,Snowflake-Dev
EMP1009,Engineering,2026-07-03 13:34:00,key,true,Internal-Wiki
EMP1007,Marketing,2026-07-11 11:33:00,sso,true,Internal-Wiki
EMP1038,Marketing,2026-07-15 08:37:00,basic,true,Internal-Wiki
EMP1013,Marketing,2026-07-29 17:27:00,key,true,Sales-CRM
EMP1022,Marketing,2026-07-24 10:12:00,basic,true,Snowflake-Dev
EMP1004,Finance,2026-07-23 10:13:00,sso,false,Finance-ERP
EMP1013,Marketing,2026-07-24 14:04:00,key,true,Sales-CRM
EMP1023,HR,2026-07-16 17:26:00,token,true,HR-Portal
EMP1015,IT,2026-07-26 17:03:00,token,false,HR-Portal
EMP1030,Marketing,2026-07-02 09:59:00,token,true,Finance-ERP
EMP1038,Marketing,2026-07-13 14:07:00,basic,true,Internal-Wiki
EMP1003,Marketing,2026-07-20 15:02:00,token,true,Snowflake-Prod
EMP1019,Engineering,2026-07-24 17:14:00,token,true,HR-Portal
EMP1016,Finance,2026-07-04 11:05:00,key,true,Snowflake-Prod
EMP1035,Engineering,2026-08-03 15:56:00,sso,true,Internal-Wiki
EMP1007,Marketing,2026-07-10 12:18:00,sso,true,Internal-Wiki
EMP1028,Engineering,2026-07-22 13:44:00,token,true,Internal-Wiki
EMP1001,Marketing,2026-07-30 12:43:00,basic,true,Snowflake-Prod
EMP1040,Finance,2026-07-21 17:14:00,key,true,HR-Portal
EMP1008,HR,2026-07-30 09:41:00,sso,true,Finance-ERP
EMP1019,Engineering,2026-07-20 17:37:00,token,true,HR-Portal
EMP1031,IT,2026-07-03 12:26:00,key,true,Sales-CRM
EMP1017,Finance,2026-07-22 12:56:00,key,true,Snowflake-Dev
EMP1005,Finance,2026-07-15 12:50:00,basic,true,Snowflake-Dev
EMP1015,IT,2026-07-21 14:04:00,token,false,HR-Portal
EMP1001,Marketing,2026-07-20 15:23:00,basic,true,Snowflake-Prod
EMP1032,Sales,2026-07-27 15:31:00,sso,true,Snowflake-Dev
EMP1037,IT,2026-07-07 16:58:00,sso,true,HR-Portal
EMP1016,Finance,2026-07-17 14:08:00,key,true,Snowflake-Prod
EMP1022,Marketing,2026-07-08 14:37:00,basic,true,Snowflake-Dev
EMP1005,Finance,2026-07-30 14:56:00,basic,true,Snowflake-Dev
EMP1012,Sales,2026-07-11 15:02:00,sso,true,Finance-ERP
EMP1008,HR,2026-07-31 11:44:00,sso,true,Finance-ERP
EMP1030,Marketing,2026-08-02 17:27:00,token,true,Finance-ERP
EMP1015,IT,2026-08-04 12:10:00,token,true,HR-Portal
EMP1022,Marketing,2026-07-20 08:13:00,basic,true,Snowflake-Dev
EMP1002,Sales,2026-07-30 11:28:00,basic,true,Snowflake-Dev
EMP1006,IT,2026-07-15 16:47:00,token,true,Snowflake-Prod
EMP1025,Sales,2026-07-11 10:17:00,basic,true,Snowflake-Prod
EMP1016,Finance,2026-07-07 15:06:00,key,true,Snowflake-Prod
EMP1033,IT,2026-07-26 18:53:00,basic,true,Sales-CRM
EMP1011,Finance,2026-07-22 16:27:00,key,true,Snowflake-Prod
EMP1016,Finance,2026-07-21 08:11:00,key,true,Snowflake-Prod
EMP1024,Marketing,2026-07-30 15:20:00,basic,true,Finance-ERP
EMP1034,Finance,2026-07-15 18:14:00,basic,true,Snowflake-Prod
EMP1035,Engineering,2026-07-06 09:49:00,sso,true,Internal-Wiki
EMP1005,Finance,2026-07-09 16:23:00,basic,true,Snowflake-Dev
EMP1031,IT,2026-07-29 12:48:00,key,true,Sales-CRM
EMP1002,Sales,2026-07-25 13:30:00,basic,true,Snowflake-Dev
EMP1020,Sales,2026-07-26 12:32:00,token,true,Internal-Wiki
EMP1002,Sales,2026-07-08 12:11:00,basic,true,Snowflake-Dev
EMP1016,Finance,2026-07-20 09:11:00,key,true,Snowflake-Prod
EMP1020,Sales,2026-07-22 11:21:00,token,true,Internal-Wiki
EMP1002,Sales,2026-07-09 08:22:00,basic,true,Snowflake-Dev
EMP1006,IT,2026-07-07 16:08:00,token,true,Snowflake-Prod
EMP1032,Sales,2026-07-04 13:41:00,sso,true,Snowflake-Dev
EMP1024,Marketing,2026-07-05 17:07:00,basic,true,Finance-ERP
EMP1003,Marketing,2026-07-28 08:29:00,token,true,Snowflake-Prod
EMP1033,IT,2026-08-01 12:57:00,basic,true,Sales-CRM
EMP1020,Sales,2026-07-02 14:16:00,token,true,Internal-Wiki
EMP1007,Marketing,2026-07-07 15:10:00,sso,true,Internal-Wiki
EMP1020,Sales,2026-07-31 11:51:00,token,true,Internal-Wiki
EMP1004,Finance,2026-07-04 12:31:00,sso,true,Finance-ERP
EMP1026,Finance,2026-07-20 15:04:00,sso,true,HR-Portal
EMP1021,Finance,2026-08-01 16:02:00,token,true,Finance-ERP
EMP1040,Finance,2026-07-08 10:06:00,key,true,HR-Portal
EMP1017,Finance,2026-07-15 16:47:00,key,true,Snowflake-Dev
EMP1003,Marketing,2026-07-26 09:56:00,token,true,Snowflake-Prod
EMP1027,Engineering,2026-07-25 17:44:00,key,false,Finance-ERP
EMP1025,Sales,2026-07-13 15:34:00,basic,false,Snowflake-Prod
EMP1037,IT,2026-07-23 17:46:00,sso,false,HR-Portal
EMP1005,Finance,2026-07-04 08:26:00,basic,true,Snowflake-Dev
EMP1006,IT,2026-07-29 13:05:00,token,true,Snowflake-Prod
EMP1034,Finance,2026-07-25 10:52:00,basic,true,Snowflake-Prod
EMP1010,Engineering,2026-07-28 09:58:00,key,true,Snowflake-Dev
EMP1018,Sales,2026-08-04 15:29:00,key,true,Sales-CRM
EMP1039,IT,2026-07-03 09:12:00,key,true,HR-Portal
EMP1034,Finance,2026-07-30 08:35:00,basic,true,Snowflake-Prod
EMP1020,Sales,2026-07-25 18:50:00,token,true,Internal-Wiki
EMP1010,Engineering,2026-07-12 08:35:00,key,true,Snowflake-Dev
EMP1021,Finance,2026-07-06 18:40:00,token,true,HR-Portal
EMP1022,Marketing,2026-07-08 15:04:00,basic,true,Snowflake-Dev
EMP1025,Sales,2026-07-17 15:18:00,basic,true,Snowflake-Prod
EMP1040,Finance,2026-08-04 08:58:00,key,true,HR-Portal
EMP1039,IT,2026-07-23 11:40:00,key,true,HR-Portal
EMP1030,Marketing,2026-07-07 15:48:00,token,true,Finance-ERP
EMP1015,IT,2026-07-28 18:05:00,token,true,HR-Portal
EMP1038,Marketing,2026-07-05 12:44:00,basic,true,Internal-Wiki
EMP1039,IT,2026-07-03 11:53:00,key,true,HR-Portal
EMP1032,Sales,2026-07-31 17:41:00,sso,true,Finance-ERP
EMP1029,HR,2026-07-05 12:15:00,sso,true,Snowflake-Dev
EMP1013,Marketing,2026-07-12 17:54:00,key,true,Sales-CRM
EMP1034,Finance,2026-07-01 17:20:00,basic,true,Snowflake-Prod
EMP1011,Finance,2026-07-21 11:22:00,key,true,Snowflake-Prod
EMP1012,Sales,2026-07-27 08:11:00,sso,true,Finance-ERP
EMP1037,IT,2026-07-02 18:52:00,sso,true,HR-Portal
EMP1030,Marketing,2026-07-24 08:39:00,token,true,Finance-ERP
EMP1030,Marketing,2026-07-14 16:30:00,token,true,Finance-ERP
EMP1037,IT,2026-07-02 11:18:00,sso,true,HR-Portal
EMP1038,Marketing,2026-07-22 16:53:00,basic,true,Internal-Wiki
EMP1010,Engineering,2026-08-04 08:53:00,key,true,Snowflake-Dev
EMP1026,Finance,2026-07-11 15:58:00,sso,true,HR-Portal
EMP1027,Engineering,2026-07-22 15:25:00,key,true,Finance-ERP
EMP1034,Finance,2026-07-03 18:21:00,basic,true,Snowflake-Prod
EMP1039,IT,2026-07-31 16:09:00,key,true,HR-Portal
EMP1008,HR,2026-07-06 10:51:00,sso,true,Finance-ERP
EMP1027,Engineering,2026-07-19 09:25:00,key,false,Finance-ERP
EMP1027,Engineering,2026-08-04 08:50:00,key,true,Finance-ERP
EMP1015,IT,2026-07-26 18:11:00,token,true,HR-Portal
EMP1037,IT,2026-07-23 17:40:00,sso,false,HR-Portal
EMP1019,Engineering,2026-07-03 12:45:00,token,true,HR-Portal
EMP1027,Engineering,2026-07-12 10:11:00,key,true,Finance-ERP
EMP1011,Finance,2026-07-17 15:51:00,key,true,Snowflake-Prod
EMP1022,Marketing,2026-07-18 09:51:00,basic,true,Snowflake-Dev
EMP1025,Sales,2026-07-18 14:16:00,basic,true,Snowflake-Prod
EMP1040,Finance,2026-07-10 11:55:00,key,true,HR-Portal
EMP1032,Sales,2026-07-06 15:22:00,sso,true,Snowflake-Dev
EMP1033,IT,2026-07-20 09:40:00,basic,true,Sales-CRM
EMP1010,Engineering,2026-07-05 16:36:00,key,false,Snowflake-Dev
EMP1019,Engineering,2026-07-29 15:07:00,token,false,HR-Portal
EMP1026,Finance,2026-07-05 17:36:00,sso,true,HR-Portal
EMP1018,Sales,2026-07-22 12:37:00,key,true,Sales-CRM
EMP1005,Finance,2026-07-05 18:55:00,basic,true,Snowflake-Dev
EMP1025,Sales,2026-07-13 15:42:00,basic,false,Snowflake-Prod
EMP1038,Marketing,2026-07-27 12:09:00,basic,true,Internal-Wiki
EMP1020,Sales,2026-07-14 16:38:00,token,true,Internal-Wiki
EMP1022,Marketing,2026-07-04 08:06:00,basic,true,Snowflake-Dev
EMP1023,HR,2026-07-28 12:40:00,token,true,HR-Portal
EMP1020,Sales,2026-07-25 14:34:00,token,true,Internal-Wiki
EMP1031,IT,2026-07-07 12:26:00,key,true,Sales-CRM
EMP1011,Finance,2026-07-06 12:32:00,key,true,Snowflake-Prod
EMP1021,Finance,2026-07-08 14:55:00,token,true,Finance-ERP
EMP1018,Sales,2026-07-29 11:09:00,key,true,Sales-CRM
EMP1025,Sales,2026-07-13 17:32:00,basic,true,Snowflake-Prod
EMP1024,Marketing,2026-07-24 14:36:00,basic,true,Finance-ERP
EMP1014,Finance,2026-08-02 15:50:00,token,true,Finance-ERP
EMP1040,Finance,2026-07-10 11:08:00,key,true,HR-Portal
EMP1012,Sales,2026-07-09 14:34:00,sso,true,Finance-ERP
EMP1016,Finance,2026-07-10 12:27:00,key,false,Snowflake-Prod
EMP1007,Marketing,2026-07-16 11:12:00,sso,true,Internal-Wiki
EMP1014,Finance,2026-07-22 15:12:00,token,true,Finance-ERP
EMP1021,Finance,2026-07-17 11:42:00,token,true,Finance-ERP
